55
213, 66
234, 90
222, 90
201, 110
204, 131
190, 134
166, 155
146, 158
143, 180
163, 190
184, 227
195, 237
193, 249
189, 254
190, 268
198, 266
192, 285
180, 295
165, 293
163, 302
153, 302
141, 300
134, 310
119, 308
114, 317
107, 308
114, 303
108, 293
122, 271
114, 247
108, 247
107, 240
117, 235
128, 240
122, 225
117, 210
96, 203
95, 215
69, 203
93, 189
83, 185
95, 165
63, 149
105, 126
128, 107
138, 97
143, 105
163, 110
169, 104
166, 93
186, 92
199, 81
207, 78
208, 66
213, 66
